"Code table";"Intitulé de la table";
"X1KMANAVD";"Mapping tunnels";
"X1KMANAVH";"Mapping tunnels";
"X1KMAPAR";"Paramètres Karma";
"X1KMAPARUSR";"Paramètres/Utilisateur";
"X1KMASAVD";"Stockage transaction";
"X1KMASAVH";"Stockage transaction";
"X1KMASTP";"Etapes Karma";
"X1KMASTPBOU";"Boutons/Etape";
"X1KMASTPEVE";"Actions/Etapes";
"X1KMASTPSCE";"Scénarios/Etapes";
"X1KMASTPZON";"Zones/Etape";
"X1KMAUSER";"Utilisateurs";
"X1KMAUTHFCY";"Sites";
"X1KMAVERSYMB";"Table des verrous";
"X1KMAZON";"Zones Karma";
"X1KMAZONBLB";"Blobs de zones Karma";
"X1KMAZONCLB";"Clobs de zones Karma";
"X1KMAZONLID";"Listes dynamiques/Zones Karma";
"X1KMAZONPER";"Persistances/Zones Karma";
"X1KOPTIONS";"X1K -- Options utilisateur";
"X1KSPEPRE";"Sauvegarde de paramétrage";
"X1KSPEPREC";"Sauvegarde de paramétrage";
"X1KSPEPREM";"Sauvegarde de paramétrage";
"X1KSPEPRET";"Sauvegarde de paramétrage";
"X1LABEL";"Etiquettes";
"X1LABELDDE";"Demandes d'étiquettes";
"X1LABELDEC";"Etiquettes - Decimal";
"X1LABELG";"Etiquettes : Paramétrage";
"X1LABELGLEV";"Etiquettes : Param./niveau";
"X1LABELGTAB";"Etiquettes : Tables/niveau";
"X1LABELLNG";"Etiquettes - Alpha long";
"X1LABELMAP";"Etiquettes : Mapping";
"X1LABELNBEXE";"Etiquettes : nombre d'exemplai";
"X1LABELPAR";"Modèles d'étiquettes";
"X1LABELRUL";"Etiquettes - Règles";
"X1LABELSHT";"Etiquettes - Alpha court";
"X1LABELTIM";"Etiquettes - Timestamp";
"X1LABELTRK";"Traçabilité Etiquettes";
"X1LCQINFOS";"Lignes CQ - Informations";
"X1LOCCHEMIN";"Chemin Emplacement / Flux";
"X1MAJCLI";"Création/MAJ de compte";
"X1METHO";"Méthodologies";
"X1OBJET";"Objets de base";
"X1OBJETCOL";"Objets de base, collections";
"X1PARLOC";"Paramétrage Nom Emplacement";
"X1PATCH";"Patches (entête)";
"X1PATCHA";"Patches (codes activité)";
"X1PATCHD";"Patches (détail)";
"X1PATCHP";"Patches (fichiers)";
"X1PATH";"Répertoires UNC";
"X1PICFAM";"Famille d'article PIC PDP";
"X1PICFAMCRT";"Formule Famille PICPDP";
"X1PICFAMITM";"Famille Article PICPDP";
"X1PLNSTAB";"Plans de stabilité";
"X1PLNSTABD";"Plans de stabilité";
"X1PRCND";"Contraintes de prélèvement";
"X1PRCNH";"Contraintes de prélèvement";
"X1PRECODU";"Code préparation- Préparateurs";
"X1QBLOB";"Fichiers spéciaux";
"X1QCLOB";"Fichiers spéciaux";
"X1QLASW";"Réponses qualité détail";
"X1QLCONTAIN";"Récipients / Analyse";
"X1QLEQUIP";"Equipements / Analyses";
"X1QLQUEST";"Analyses de dossiers d'analyse";
"X1QLQUTCT";"Analyses - Réponses";
"X1QLREACT";"Réactifs/ Analyse";
"X1QLYD";"Détail contrôle qualité";
"X1QLYE";"Echantillons-Dossiers";
"X1QLYECH";"Echantillons";
"X1QLYECHH";"Echantillons historique";
"X1QLYECHMD";"Echantillons mélange/division";
"X1QLYEQUEST";"Echantillons-Analyses";
"X1QLYH";"Entête dossier d'analyses";
"X1QSTABSTUD";"Protocole / Etude de stabilité";
"X1QSTABSTUDL";"Protocole / Etude de stabilité";
"X1QSTKTRKW";"Tracabilité";
"X1RULESB";"Règles boutons";
"X1RULESLOC";"Règles de détermination Empla.";
"X1RULESLOCD";"Règles de détermination Empla.";
"X1RULESZ";"Règles zones";
"X1RULQ";"Règles de gestion";
"X1RULQD";"Règles de gestion";
"X1SDHEXP";"Livraison à exporter";
"X1SETSTL";"Styles";
"X1SIHEXP";"Facture à exporter";
"X1SOHEXP";"Commande à exporter";
"X1SQHEXP";"Devis à exporter";
"X1SRHEXP";"Retour à exporter";
"X1STASTOHIS";"Stabilité - Lignes de stock";
"X1STASTOSEL";"Stabilité - Lignes de stock";
"X1STASTOWORK";"Stabilité - Lignes de stock";
"X1STK";"Stock E-Commerce/CRM";
"X1STKCHANGE";"Changements de stock";
"X1SUREMBD";"Sur-Emballage détail";
"X1SUREMBE";"Sur-Emballage entête";
"X1SYNT";"Tableau synch E-Commerce";
"X1TEXTRA";"Textes à traduire";
"X1TREETRACE";"Trace hiérarchique";
"X1TYPPREPA";"Type de préparation";
"X1TYPPREPAC";"Type préparation (Code P)";
"X1TYPPREPAD";"Type préparation (condition)";
"X1TYPPREPAM";"Type préparation (Mode Prép)";
"X1TYPPREPW";"Règles de prélèvement sur OF";
"X1TYPPREPWD";"Règles de prélèvement sur OF";
"X1UNIVERSIG";"Collectes Universign";
"X1UNIVERSIGD";"Signataires Universign";
"X1UNIVERSIGF";"Fichiers Universign";
"X1VIEW";"Dictionnaire des vues add-on";
"X1VIEWB";"Dictionnaire des vues add-on";
"X1VIEWC";"Dictionnaire des clés add-on";
"X1VIEWD";"Dictionnaire des vues add-on";
"X1VIEWE";"Dictionnaire des vues add-on";
"X1VIEWS";"Dictionnaire des vues add-on";
"X1WMSADDPAR";"Données complémentaires";
"X1WMSADDPARD";"Données complémentaires";
"X1WMSADDTMP";"Données complémentaires temp";
"X1WMSADDVAL";"Données complémentaires";
"X1WMSALLRUL";"Règles allocation / sortie WMS";
"X1WMSAPLLCK";"Table des verrous";
"X1WMSCTL";"Contrôle Inventaire KARMA";
"X1WMSCUD";"Inventaire";
"X1WMSCUDDET";"Inventaire - détail";
"X1WMSCUDUC";"Inventaire à l'UC";
"X1WMSECAITM";"Ecart art stock";
"X1WMSMFGLOC";"Emplacement de prépa";
"X1WMSPTD";"Pré-reception ligne";
"X1WMSPTH";"Pré-reception entête";
"X1WMSSAS";"SAS WMS Karma (Entête)";
"X1WMSSASC";"SAS WMS Karma (Complément)";
"X1WMSSASD";"SAS WMS Karma (Détail)";
"X1WMSSSS";"Sesssion Inventaire KARMA";
"X1WMSSTORUL";"Règles de gestion de stock";
"X1WMSTRA0";"Traçabilité WMS Karma";
"X1WMSTRAD";"Traçabilité WMS Karma";
"X1WMSWORKUC";"Tables de travail des UC";
"X1WRKHIS";"Wrkf avancés (historique)";
"X1WRKPAR";"Wrkf avancés (param principal)";
"X1WRKPARF";"Wrkf avancés (fichiers joints)";
"X1WRKPARFS";"Wrkf avancés (sig. fichiers)";
"X1WRKPARI";"Wrkf avancés (param. images)";
"X1WRKPARP";"Wrkf avancés (pièces jointes)";
"X1WRKPARR";"Wrkf avancés (var. requêtes)";
"X1WRKPARS";"Wrkf avancés (styles lignes)";
"X1WRKPART";"Wrkf avancés (param. textes)";
"X1WRKPARV";"Wrkf avancés (var. message)";
"X1WRKPARVO";"Wrkf avancés (var. options)";
"X1ZONEPREPA";"Zones de préparation";
"X1ZONEPREPAD";"Zones de préparation détail";
"X4AGRFAB";"Agrément";
"X4AGRFABTMP";"Recherche agrément";
"X4APLLCK";"Table des verrous Adxcom";
"X4BOM";"Fiche composition Entête";
"X4BOMD";"Fiche composition détail";
"X4BPCCDT";"Assurance crédit";
"X4BPTCSDOCS";"Consultations transporteurs";
"X4BPTCSHEAD";"Consultations transporteurs";
"X4BPTCSTRAN";"Consultations transporteurs";
"X4BPTMARG";"Marges sur transport";
"X4CACABCUT";"Règles de découpage du CAB";
"X4CAPROPRE";"Préfixes ADXCOM";
"X4CAPROSCE";"Scénarios ADXCOM";
"X4COMAGENT";"UNITE DE CHARGEMENT";
"X4CONDMDLOG";"Connecteur DMDLOG";
"X4CONTDECLA";"Résultats contrôle décla ICPE";
"X4CPTEQ";"Compteurs équipement";
"X4CPTJOU";"Journal des compteurs";
"X4CSOBJTRS";"Transaction Objet";
"X4CSSAIFEN";"Transaction saisie fenêtre";
"X4CSSTD";"Traitement standard";
"X4CSSTDTRS";"Transaction traitement std";
"X4CTRLENT";"Table à contrôler";
"X4CTRLITGDET";"Détail de contrôle";
"X4CTRLITGENT";"Entête de contrôle";
"X4CTRLITMDET";"Détail de contrôle";
"X4CTRLITMENT";"Entête de contrôle";
"X4CUMULICPE";"Résultats cumul catégorie ICPE";
"X4DESTBPR";"Destination Finale Tiers";
"X4DESTFIN";"Destination Finale";
"X4DOCLINK";"Liens avec les documents X3";
"X4DONLOG";"Données logistiques";
"X4DONLOGL";"Données logistiques ligne";
"X4EMBD";"Emballages durables";
"X4EXPDONYOOZ";"Stockage export données Yooz";
"X4EXPMD";"Stockage infos export transp.";
"X4EXPTSP";"Stockage infos export transp.";
"X4EXPUM";"Stockage infos export transp.";
"X4FACFICRFA";"Liens Factures - fiches RFA";
"X4FCFICRFAFS";"Liens Fac - fiches RFA Fourn";
"X4FICPRORFA";"Fiche provision RFA - entête";
"X4FICPRORFAD";"Fiche provision RFA - lignes";
"X4FICRFA";"Fiches de RFA";
"X4FICRFAFS";"Fiches de RFA Fournisseur";
"X4FICTECICP2";"Liens ICPE / FT";
"X4FICTECICPE";"Liens ICPE / FT";
"X4FILBPC";"Filière client";
"X4FILRFA";"Filière RFA";
"X4FILRFAFS";"Filière RFA Fournisseur";
"X4FPRORFAF";"Fiche prov RFA Fourn - entête";
"X4FPRORFAFD";"Fiche prov RFA Fourn - lignes";
"X4GACCYOOZ";"Export lignes comptables Yooz";
"X4GENBLBR";"Achat transport /ven : Géné BR";
"X4GESREL";"Gestion des reliquats";
"X4ICPE";"Installation classée pr l'env.";
"X4ICPERU2";"Rubriques utilisées pr un site";
"X4ICPERUB";"Rubriques utilisées pr un site";
"X4ICPERUL";"Règles de stock pour une ICPE";
"X4IMPDOC";"Date fin taxe";
"X4IMPSID";"Tempo import self billing";
"X4IMPSIH";"Tempo import self billing";
"X4IMPSIH2";"Tempo import self billing";
"X4IMPSIH3";"Tempo import self billing";
"X4IMPSIHER";"Erreur import self billing";
"X4IMPSIHERD";"Erreur import self billing det";
"X4ITMPCU";"Article-Conditionnement";
"X4ITMPCUEXC";"Exceptions Article-Cond";
"X4LOTDOC";"Deuxième prénom";
"X4MDLOPT";"options du modèle";
"X4MDOPL";"options-modèle";
"X4MODEL";"Modèle d'options de transport";
"X4MODELOPT";"Options de transport";
"X4NC7M";"Non conformités (Causes)";
"X4NC7MA";"Non conformités Causes/Actions";
"X4NCACLIEN";"Liens NC actions";
"X4NCACTLIN";"Non conformités (l action)";
"X4NCATPL";"Modèles de séquences d'actions";
"X4NCATPLD";"Détail de séquences d'actions";
"X4NCTEAM";"Non conformités (Equipe)";
"X4NOMICPE";"Rubriques ICPE";
"X4OPTRANS";"Option de transport";
"X4PARFCY";"Paramétrage site";
"X4PARFCYT";"Paramétrage site";
"X4PARMRP";"Paramétrage CBN / Jour";
"X4PCATEG";"Pointage - Catégorie personnel";
"X4PERR";"Pointages en erreur";
"X4PHISTO";"Historisation pointage";
"X4PINVOICE";"Stockage en-tête facture Yooz";
"X4PJOU";"Pointages début-fin journée";
"X4PMAT";"Pointages - en cours";
"X4PMATHAB";"Pointage - habilitations";
"X4PMATVAR";"Matricule variation capacité";
"X4PMFGHAB";"OF - Opé - habilitations";
"X4PMKM";"Histo mkm/of";
"X4POINTAGE";"Pointage";
"X4PPRF";"Pointage - Préfixes";
"X4PRINTER";"Destinations";
"X4PROTVA";"Profil TVA - Export LAD / RAD";
"X4PROUHAB";"Gammes - Opé - habilitations";
"X4PWSTHAB";"Poste de charge - Habilitation";
"X4REAUTHZONE";"Réauthentification utilisateur";
"X4REGAPPRFA";"Règles applications RFA";
"X4REGCNFCYFS";"Règ. cont. RFA Fourn. - Sites";
"X4REGCNPERFS";"Règ. cont. RFA Frs - Periodes";
"X4REGCNRFAFS";"Règles et contrats RFA Fourn.";
"X4REGCONFCY";"Règles et contrats RFA - Sites";
"X4REGCONPER";"Règles et cont RFA - Periodes";
"X4REGCONRFA";"Règles et contrats RFA";
"X4REPORTM";"Impressions maj tables";
"X4RGAPPRFAFS";"Règles applications RFA Fourn.";
"X4SAVHD1CLOB";"Clobs intervention SAV";
"X4SAVHDKTASK";"Consommation SAV avancé";
"X4SBI";"Self Billing";
"X4SEROUT";"Numéro série outillage";
"X4SETSTL";"Styles";
"X4SEUILSEV";"Résultats seuil SEVESO";
"X4SITETRANSP";"Code transporteur par site";
"X4TABTRANSP";"Interface Transporteurs";
"X4TABUNIT";"Table des unités";
"X4TEXTRA";"Textes à traduire";
"X4TMPED";"Table tempo emballage durable";
"X4TRCMDL";"Traçabilité Options transport";
"X4TRKAV";"Traçabilité Aval Détail";
"X4WRKPAR";"Codes taxes par défaut";
"X4WRKPARF";"Codes taxes par défaut";
"X4WRKPARR";"Codes taxes par défaut";
"X4WRKPARS";"Codes taxes par défaut";
"X4WRKPARV";"Codes taxes par défaut";
"X4YCARECD";"Détail des UC réception ADXCOM";
"X4YCARECE";"Entête de réception ADXCOM";
"X4YCARECS";"Détail stock réception ADXCOM";
"XABLOB";"Blob Kardol";
"XACCESSOI";"Accessoires outillage";
"XACCPARC";"Accessoires parc";
"XACLOB";"Clob Kardol";
"XANATEM";"tempo anatem";
"XANATEM5";"table tempo YANATEM5";
"XBILCHA";"Table temp état charge";
"XBPSNOR";"Normes fournisseurs";
"XCAPROPRE";"Préfixes ADXCOM";
"XCAPROSCE";"Scénarios ADXCOM";
"XCARAC";"Table des caractéristiques";
"XCLARIS";"Classe de risque";
"XCLIVER";"client version";
"XCONFIG";"Variantes co-produits";
"XCONSIG";"Consignes";
"XCPL";"CPL";
"XDESADV";"Desadv et BL Galia";
"XDESADVD";"Desadv et BL Galia";
"XDMRPARD";"Paramétrage démérites - détail";
"XDMRPARH";"Paramétrage des démérites";
"XEDI";"Gestion EDI";
"XEDIIMP2";"Tempo import dmde livraison";
"XEDIIMP3";"Tempo import dmde livraison";
"XEDIIMPDL";"Tempo import dmde livraison";
"XEDIIMPDLB";"Tempo import dmde livraison";
"XEDIIMPDLE";"Imports en erreur";
"XEDIIMPDLS";"Tempo import dmde livraison";
"XENCTOP";"Liste suivi tps / décl prod";
"XFABMACTMP";"Temporaire fabrication machine";
"XFAMTECH";"Familles techniques";
"XFAMTECHD";"Familles techniques détail";
"XFCYBPR";"Lien client-sites";
"XFCYBPRFAC";"Système";
"XFCYBPS";"Fournisseur/sites";
"XFICTEC";"Fiche technique article";
"XFICTECCA";"Caractéristique fiche tech.";
"XFICTECCAS";"Caractéristiques FTS";
"XFICTECCS";"fiche technique consignes";
"XFICTECFQ";"Fiche qual de la fiche tech.";
"XFICTECRS";"Fiche technique R et S";
"XFICTECS";"Fiche technique spéciale";
"XFICTECSB";"Symboles fiche technique";
"XFICTECSC";"Substances fiche technique";
"XFICTECSFQ";"Fiche qual de la FTS";
"XGALETI";"Demande d'étiquettes";
"XGALTRA";"Numéro d'UC";
"XGRPEMB";"Groupe d'emballage";
"XHISTOBPS";"Historique notation frn";
"XIMPAFF2";"Table tempo XIMPOFAFF2";
"XIMPAFF2A";"Table tempo XIMPOFAFF2A";
"XIMPAFF3";"Table tempo XIMPOFAFF3";
"XIMPAFF3A";"Table tempo XIMPOFAFF3A";
"XIMPHISTO";"Fichiers importés";
"XIMPSDH1";"Table tempo import INVRPT";
"XIMPSDH2";"Table tempo exp/import INVRPT";
"XIMPSDH2D";"Table tempo exp/import INVRPT";
"XIMPSOQ1";"Tempo import dmde livraison";
"XIMPSOQ2";"Tempo export entête dmde liv";
"XIMPSOQ3";"Tempo export ligne dmde liv";
"XINFODYNE";"Infodyne paramétrage";
"XITCNAT";"Détail natures - Coûts";
"XITFADV";"DESADV adresse livraison";
"XITFCTL";"Règles contrôle qualite frequ.";
"XITMQUOT";"Articles  Coûts  nomenclature";
"XITMREL";"Versions d'un  Article";
"XITTRANS";"Intégration des temps";
"XITTRANSER";"Intégration des temps erreurs";
"XITTRANSHI";"Intégration des temps histo";
"XKACB";"Clob HTML";
"XKARTRS";"Transaction de saisie kardol";
"XKCTLXD";"Erreurs";
"XLABELTRA";"Impression des étiquettes";
"XMETHODT";"Méthodologie de tests";
"XMFGQSP";"Quantités QSP";
"XMFOOUT";"Outillages suppl. dopé OF";
"XMIGRATION";"Migration Données Kardol";
"XMKOERR";"Import des durées / erreurs";
"XMKOHIS";"Import des durées / historique";
"XMODELDT";"Modèle DT Excel";
"XMVTATT";"Mouvements en attente";
"XNCACC";"Gestion des actions coût";
"XNCACL";"Liens NC actions";
"XNCACT";"Gestion des actions";
"XNCDEFAUT";"Causes de défauts";
"XNCHISTO";"Historique NC";
"XNCNATURE";"Codes natures non conformités";
"XNCSAI";"Non conformités";
"XNCSUIMEN";"Suite a mener";
"XNUMQUOT";"Articles  Coûts  liste";
"XOFSUP";"OF supprimés - En-têtes";
"XOPEQUOT";"Articles  Coûts  opérations";
"XOUTILS";"Outillages";
"XOUTMAC";"lien outil machine";
"XPARAMDT";"Paramétrage DT Excel";
"XPARMAC";"Parc Interne";
"XPAROPT";"Tables diverses Kardol";
"XPHRARS";"Phrases R et S";
"XROUCONS";"Gammes consignes";
"XROUOUT";"Outillages suppl. dopé gamme";
"XSORDERQD";"Emballage par DL";
"XSPACKDD";"Emballage par ligne colisage";
"XSTOTRKED";"Table édition tracabilité";
"XSUBST";"Tables des substances";
"XSYMBOL";"Table des symboles danger";
"XTABPOHTYP";"Type commande achat";
"XTABTIMTYP";"Types de Temps";
"XTEMPCHAR";"Buffer charge ferme";
"XTEXETA";"Textes états commerciaux";
"XTMPATXRPT";"Table tempo création texte";
"XTMPDEMBPS";"Table temporaire démérite frn";
"XTMPDESADVTG";"Table tempo gen BL tiers gest.";
"XTMPDISPO";"Buffer dispo composants";
"XTMPITMSEL";"Tempo select versions article";
"XTMPOPPMFG";"Table tempo prod";
"XTMPOPPPUR";"Table tempo achat";
"XTMPOPPSAL";"Table tempo vente";
"XTMPPCEAUT";"Table tempo XCTPCEAUT";
"XTMPPRIMN";"Table tempo PRI multi niveau";
"XTMPPRIMN2";"Table tempo PRI multi niveau 2";
"XTMPPRIMN3";"Table tempo PRI multi niveau 3";
"XTMPPRIMN4";"Table tempo PRI multi niveau 4";
"XTMPPRIMN5";"Table tempo PRI multi niveau 5";
"XTMPPRIMN6";"Table tempo PRI multi niveau 6";
"XTMPPRIMNW";"Table tempo PRI multi niv Cout";
"XTMPPROJOF";"Table projet of";
"XTMPREAPPR";"Table temp réappro";
"XTMPSTWCQF";"Table temp stock";
"XTYPMOU";"Types de moules";
"XUTILKARD";"Utilisateurs Kardol";
"XVALFLO";"Lien demandeur décideur";
"XWLDOPE";"Charge par OF";
"XWSTANL1";"Analyse de prod Kardol table1";
"XWSTANL2";"Analyse de prod Kardol table2";
"YCACHG000";"Critères stock";
"YCACHG001";"Critères pièce";
"YCACHG002";"Numéros de série";
"YCACHG003";"Sous-lot";
"YCAFILHIS";"Historique Adxcom";
"YCAFILIN";"Demandes Adxcom";
"YCAFILOUT";"Réponses Adxcom";
"YCAMENGRU";"Menus groupes";
"YCAPAR";"Paramètres adxcom";
"YCAPARVAL";"Valeurs paramètres Adxcom";
"YCAPRF";"Préfixes";
"YCAPRG";"Programmes Adxcom";
"YCAPRGTYP";"Types de programmes";
"YCAPRO";"Paramètrage Adxcom";
"YCARECDW";"En cours reception - Adxcom";
"YCARECSW";"En cours reception - Adxcom";
"YCARECW";"En cours reception - Adxcom";
"YCASPE";"Table spe ADXCOM";
"YCASSS";"Sessions";
"YCASTOALL";"Sauvegarde allocations";
"YCASTOCK";"Stocks";
"YCASTODET";"Détail chgt emplct";
"YCATRS";"Transactions";
"YCAUSR";"Utilisateurs Adxcom";
"YCAUSRGRU";"Groupes d'utilisateurs";
"YCAWRKLIS";"Table travail";
"YCICTL";"Contrôle Session Adxcom";
"YCICTLUC";"Contrôle Session Adxcom UC";
"YCICUD";"Confirmé inventaire - Adxcom";
"YCICUDUC";"Confirmé inventaire-UC-Adxcom";
"YCICUDUCW";"En cours inventaire-UC-Adxcom";
"YCICUDW";"En cours inventaire - Adxcom";
"YCISSS";"Session inventaire Adxcom";
"YCPPAR";"Paramètres";
"YNAVETTE";"Navettes";
"YTMP";"Table travail (temporaire)";
"YTMP2";"Table travail (temporaire)";
"YTMP3";"Table travail (temporaire)";
"Z01RATTPR";"rattapage décl prod";
"ZARTCSEMP";"Table état ZARTCSEMP";
"ZMFGHEAD";"Ordres fabrication - entête";
"ZPREVCHARGE";"Table état ZPREVHARGE";
"ZSORDERP";"Commandes de vente - Prix";
"ZSTOCK01";"Analyse des stocks";
"ZTMPSTJ";"Tps Stojou";
"ZXOFSUP";"OF supprimés - En-têtes";
"ZZ1";"test1";
"ZZ2";"test2";
